# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.20876 -----------------
#dely    BF
0.050  0.2867  0.0018
0.150  0.2477  0.0016
0.250  0.2267  0.0015
0.350  0.2230  0.0016
0.450  0.1989  0.0015
0.550  0.1734  0.0014
0.650  0.1510  0.0013
0.750  0.1431  0.0014
0.850  0.0952  0.0010
0.950  0.0958  0.0011
1.050  0.0674  0.0009
1.150  0.0613  0.0009
1.250  0.0457  0.0008
1.350  0.0316  0.0006
1.450  0.0216  0.0005
1.550  0.0123  0.0004
1.650  0.0066  0.0003
1.750 -0.0005 -0.0000
