# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0497137 -----------------
#dely    BF
0.050 -0.0265 -0.0002
0.150 -0.0395 -0.0003
0.250 -0.0146 -0.0001
0.350 -0.0412 -0.0004
0.450 -0.0232 -0.0002
0.550 -0.0320 -0.0003
0.650 -0.0366 -0.0004
0.750 -0.0423 -0.0005
0.850 -0.0291 -0.0003
0.950 -0.0353 -0.0005
1.050 -0.0396 -0.0006
1.150 -0.0427 -0.0007
1.250 -0.0272 -0.0005
1.350 -0.0200 -0.0004
1.450 -0.0196 -0.0005
1.550 -0.0148 -0.0004
1.650 -0.0110 -0.0004
1.750 -0.0018 -0.0001
