# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00343829 -----------------
#dely    BF    dB     BFVar
0.050 -0.0202 -0.0001  0.0016
0.150 -0.0171 -0.0001  0.0026
0.250 -0.0113 -0.0000  0.0015
0.350 -0.0058 -0.0000  0.0014
0.450 -0.0018 -0.0000  0.0008
0.550  0.0012  0.0000  0.0019
0.650  0.0033  0.0000  0.0012
0.750  0.0035  0.0000  0.0005
0.850  0.0034  0.0000  0.0006
0.950  0.0031  0.0000  0.0003
1.050  0.0026  0.0000  0.0002
1.150  0.0020  0.0000  0.0002
1.250  0.0014  0.0000  0.0001
1.350  0.0008  0.0000  0.0001
1.450  0.0004  0.0000  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
