# ICODE=321, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.8
# ------- normalization=0.0177764 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0513  0.0001 -0.0252  0.0660  0.0105
0.150  0.0447  0.0001 -0.0243  0.0602  0.0088
0.250  0.0359  0.0001 -0.0222  0.0508  0.0073
0.350  0.0265  0.0001 -0.0194  0.0397  0.0062
0.450  0.0175  0.0001 -0.0168  0.0297  0.0045
0.550  0.0086  0.0000 -0.0147  0.0206  0.0027
0.650  0.0035  0.0000 -0.0116  0.0135  0.0016
0.750 -0.0003 -0.0000 -0.0095  0.0081  0.0011
0.850 -0.0018 -0.0000 -0.0070  0.0046  0.0007
0.950 -0.0026 -0.0000 -0.0051  0.0023  0.0003
1.050 -0.0023 -0.0000 -0.0035  0.0010  0.0001
1.150 -0.0017 -0.0000 -0.0021  0.0004  0.0000
1.250 -0.0009 -0.0000 -0.0011  0.0001  0.0000
1.350 -0.0005 -0.0000 -0.0005  0.0000  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
