'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
1.21281,1.23778,1.29836,1.26199
1.21281,1.23778,1.29836,1.26199
1.21281,1.23778,1.29836,1.26199
1.21281,1.23778,1.29836,1.26199
1.19385,1.25502,1.2606,1.27137
1.14274,1.23082,1.25389,1.25417
1.13149,1.2909,1.23445,1.24922
1.15589,1.30226,1.25079,1.20357
1.15589,1.30226,1.25079,1.20357
1.15589,1.30226,1.25079,1.20357
1.15589,1.30226,1.25079,1.20357
1.09682,1.31289,1.23713,1.21491
1.09682,1.31289,1.23713,1.21491
1.11233,1.31117,1.23294,1.20545
1.0836,1.3137,1.2407,1.14384
1.0836,1.3137,1.2407,1.14384
1.04584,1.32148,1.19196,1.11394
1.04584,1.32148,1.19196,1.11394
1.01973,1.33381,1.20372,1.10053
1.01386,1.28361,1.16991,1.03869
1.01386,1.28361,1.16991,1.03869
0.977803,1.27163,1.1481,1.05184
0.977803,1.27163,1.1481,1.05184
0.977803,1.27163,1.1481,1.05184
0.977803,1.27163,1.1481,1.05184
0.983819,1.27996,1.18304,1.02438
0.966814,1.26736,1.16343,1.00501
0.966814,1.26736,1.16343,1.00501
0.966814,1.26736,1.16343,1.00501
0.966814,1.26736,1.16343,1.00501
1.01609,1.23988,1.19103,1.01595
1.01609,1.23988,1.19103,1.01595
1.01609,1.23988,1.19103,1.01595
1.01609,1.23988,1.19103,1.01595
1.01609,1.23988,1.19103,1.01595
1.00666,1.21466,1.20358,1.04353
0.973186,1.22863,1.18045,0.963111
0.973186,1.22863,1.18045,0.963111
0.973186,1.22863,1.18045,0.963111
0.973186,1.22863,1.18045,0.963111
0.969848,1.27532,1.20666,0.969248
0.945179,1.25981,1.21652,0.978896
0.945179,1.25981,1.21652,0.978896
0.945179,1.25981,1.21652,0.978896
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.942085,1.26703,1.20559,0.948307
0.92722,1.24143,1.1956,0.895597
0.959768,1.23602,1.21185,0.918961
0.918678,1.24629,1.17732,0.909252
0.918678,1.24629,1.17732,0.909252
0.89648,1.25349,1.18434,0.890324
0.864687,1.26427,1.19058,0.843462
0.864687,1.26427,1.19058,0.843462
0.921736,1.26267,1.20038,0.849012
0.921736,1.26267,1.20038,0.849012
0.933991,1.26269,1.19546,0.879742
0.933991,1.26269,1.19546,0.879742
0.933991,1.26269,1.19546,0.879742
0.933991,1.26269,1.19546,0.879742
0.962823,1.28546,1.19115,0.828042
0.922224,1.30847,1.21246,0.830004
0.922224,1.30847,1.21246,0.830004
0.922224,1.30847,1.21246,0.830004
0.922224,1.30847,1.21246,0.830004
0.922224,1.30847,1.21246,0.830004
0.920131,1.3297,1.18027,0.778879
0.920131,1.3297,1.18027,0.778879
0.936542,1.3181,1.19052,0.782182
0.936542,1.3181,1.19052,0.782182
0.936542,1.3181,1.19052,0.782182
0.936542,1.3181,1.19052,0.782182
0.936542,1.3181,1.19052,0.782182
0.954045,1.35656,1.17905,0.801088
0.99891,1.3627,1.19803,0.79987
0.99891,1.3627,1.19803,0.79987
1.03284,1.38651,1.17438,0.791558
1.03284,1.38651,1.17438,0.791558
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
1.00585,1.4031,1.1795,0.786997
0.980333,1.43652,1.15906,0.770256
0.980333,1.43652,1.15906,0.770256
0.980333,1.43652,1.15906,0.770256
0.978225,1.42204,1.16227,0.749818
0.988238,1.42084,1.15721,0.725028
0.988238,1.42084,1.15721,0.725028
0.988238,1.42084,1.15721,0.725028
0.988238,1.42084,1.15721,0.725028
0.988238,1.42084,1.15721,0.725028
1.01118,1.41615,1.08692,0.742492
1.02126,1.43154,1.10042,0.745126
1.02126,1.43154,1.10042,0.745126
1.02126,1.43154,1.10042,0.745126
1.02126,1.43154,1.10042,0.745126
1.00546,1.4574,1.12531,0.721662
1.00546,1.4574,1.12531,0.721662
1.00546,1.4574,1.12531,0.721662
0.98195,1.51542,1.15013,0.715752
0.98195,1.51542,1.15013,0.715752
0.98195,1.51542,1.15013,0.715752
0.98195,1.51542,1.15013,0.715752
0.967119,1.54679,1.16926,0.72602
0.967119,1.54679,1.16926,0.72602
0.981748,1.46586,1.13141,0.701097
0.976408,1.42833,1.10608,0.69474
0.976408,1.42833,1.10608,0.69474
1.03911,1.48267,1.07783,0.709405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01598,1.48301,1.06685,0.663405
1.01286,1.47468,1.03388,0.645152
1.01286,1.47468,1.03388,0.645152
1.01286,1.47468,1.03388,0.645152
0.995405,1.4694,1.04806,0.621346
0.998373,1.47427,1.04624,0.599667
0.998373,1.47427,1.04624,0.599667
0.998373,1.47427,1.04624,0.599667
1.01032,1.47987,1.04784,0.609189
1.034,1.51248,1.0212,0.643395
1.034,1.51248,1.0212,0.643395
1.034,1.51248,1.0212,0.643395
1.02183,1.48122,1.02746,0.640051
1.02183,1.48122,1.02746,0.640051
1.02771,1.47612,1.03779,0.638346
1.02771,1.47612,1.03779,0.638346
1.02771,1.47612,1.03779,0.638346
1.02771,1.47612,1.03779,0.638346
1.02771,1.47612,1.03779,0.638346
1.02771,1.47612,1.03779,0.638346
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
1.02373,1.47205,1.02158,0.659924
