0.00029 0.00026 0.00032 0.000425 0.000415 0.000385 0.00024 0.00024 0.000335 5e-05 0.000275 0.000145 0.000395 0.0004 0.000465 0.00025 0.00035 0.00039 0.000275 -4.5e-05 
0.0001955 0.0002105 0.000199 0.0002445 0.0002865 0.000241 0.0001865 0.000141 0.0001875 6.25e-05 0.0001375 0.000127 0.000326 0.0002465 0.0003745 0.000198 0.0002535 0.0002675 0.000188 -1.7e-05 
0.000204745 0.000260174 0.000184808 0.000194687 0.00029673 0.000216376 0.000250483 0.000133734 0.000152216 0.000137697 0.000103622 0.000198573 0.000377833 0.000211505 0.00041966 0.000248951 0.000280346 0.000256438 0.000200006 1.80529e-05 
0.00235 0.002055 0.002135 0.001235 0.001325 0.001685 -2.98023e-12 0.002015 0.001845 5.33764e-12 0.002155 0.0013 0.00229 0.001445 0.003015 0.00171 0.000985 0.00275 0.002045 -0.0003 
0.0013485 0.0011735 0.001119 0.0004055 0.000869 0.0008115 6.75e-05 0.0008415 0.0008285 0.000207 0.001021 0.000863 0.001359 0.000547 0.0018735 0.0010235 0.0005595 0.001474 0.0010185 -4.5e-06 
0.00138916 0.00118823 0.00104103 0.000238525 0.0010737 0.000719132 9.72229e-05 0.000622882 0.00068474 0.00109047 0.000910551 0.00106723 0.0014635 0.000368446 0.00201469 0.00113197 0.000623989 0.00134517 0.000872991 0.000116535 
0.000105 4.5e-05 1.5e-05 0.000225 -3e-05 9e-05 -0.000295 0.00027 -1e-05 -0.000135 1e-05 -0.00018 0.0004 1.5e-05 0.000295 0.000315 -0.00013 0.00036 9.5e-05 -9.99999e-06 
7.55e-05 7.25e-05 -4.5e-06 6.9e-05 -1.95e-05 5.25e-05 -0.000129 8.9e-05 -3.25e-05 -6e-05 -7.25e-05 -0.000139 0.0002975 -1.45e-05 0.0001655 0.0002265 -4.55e-05 0.000221 8.65e-05 1.15e-05 
9.55565e-05 0.000184196 -8.53978e-05 3.05401e-05 -2.11449e-05 5.20704e-05 -0.000117144 3.08118e-05 -0.000111765 -5.59618e-05 -0.000276568 -0.00019721 0.000407879 -3.3199e-05 0.000183611 0.000298592 -3.49437e-05 0.000253421 0.000129435 9.33579e-05 
0.000555 0.000465 0.00043 -0.000385 0.000895 0.00055 0.00013 5e-05 0.00042 -4e-05 0.00064 0.000555 0.00083 0.000345 0.00033 -0.000435 0.000305 0.00016 0.000485 0.000565 
0.000224 0.0002155 0.0003525 -0.000299 0.000582 0.0002075 0.000146 0.0001235 0.000123 1.75e-05 0.0003995 0.000383 0.00041 0.0002415 0.0002255 -0.000274 0.000244 0.000128 0.000247 0.000412 
0.000160169 0.000186338 0.000499985 -0.000456469 0.000693897 0.00013693 0.000263579 0.000372272 4.57162e-05 4.66381e-05 0.000466437 0.000486226 0.000364571 0.000314902 0.00029423 -0.000371317 0.000354507 0.000180949 0.000225314 0.000550487 
