1.24881 -0.708076 -0.680696 -0.919719 -0.493635 0.587166 0.131424 1.27306 -0.833117 1.5779 1.07907 -0.33916 1.00286 0.905863 -0.161081 -1.49822 1.60147 -0.358535 -0.386248 1.71993 34.3839 6.49507 -14.4833 -9.09517 -5.78456 -3.45602 -0.51879 0.875121 0.152906 0.128963 0.312169 -0.166014 
0.898935 -0.140694 1.34927 0.275396 -0.874686 0.701481 -0.293877 1.40816 1.57443 -1.47051 -1.61254 2.55851 0.0814064 -0.0433013 -0.826189 1.55711 -0.226399 1.26267 0.926648 1.70261 -53.4185 -19.0048 -6.64212 1.42906 -5.40043 5.02213 1.94621 -0.137795 0.444166 -0.234251 -0.237008 0.220556 
0.874686 -1.04591 -1.29731 0.313501 -0.355071 1.05828 -0.136274 0.490171 -1.62293 0.535204 -1.14489 -0.00408596 -0.840045 1.58136 1.32848 -1.55365 2.76212 1.64025 -1.15181 1.20724 74.2597 11.1026 -20.3243 -5.5512 -5.19771 -4.37474 3.20818 0.981879 0.737994 -0.0651522 0.327519 0.0664784 
1.35966 -1.34549 -1.40816 1.42201 -1.59176 0.528276 -0.557286 -0.358535 -0.524812 -0.791548 0.857366 -1.1277 -1.55365 0.140296 -1.20724 0.0502295 0.276308 1.53287 -0.535204 1.15181 78.3488 -11.6019 -11.3163 -24.3524 1.13155 1.01643 2.83656 3.32476 -0.505015 -0.487623 -0.632263 0.353897 
-0.677232 -0.819261 -1.61254 0.912791 -1.67489 -0.850437 -0.0284881 -0.888543 -1.37698 0.268468 -0.552524 0.623496 1.6264 -1.41855 0.112583 -1.13796 0.828255 1.13449 0.105655 0.327358 8.81448 -6.71185 -26.2794 11.9158 -4.59326 1.10949 -1.44336 -0.936065 0.116912 0.274198 0.220807 -0.0192468 
1.71993 -0.162583 0.919719 -1.07907 -0.306573 1.42201 -0.885091 -0.514419 1.16913 1.07214 0.323894 -0.049195 0.545596 -1.63332 -0.677232 1.20378 -0.0817221 1.48783 0.327358 0.452065 22.061 -15.3552 -1.19654 3.37541 5.92595 3.93829 -0.915345 -0.100965 0.111447 -0.13589 -0.147625 -0.119751 
-1.69221 3.47273 -0.559453 0.940504 -1.48783 1.22802 -0.8209 -0.434745 0.27886 -1.58829 -1.3562 1.45133 1.68875 0.968217 0.989002 0.507491 -0.9455 -1.39084 0.157617 0.670304 -24.4813 22.8444 7.4929 8.27126 6.36419 -2.58241 2.34058 -0.000736104 -0.258354 0.124034 -0.269048 -0.200538 
1.59868 -0.679282 0.06755 0.233827 -1.43241 -1.45666 1.55632 1.01325 1.3943 0.621807 1.18299 -0.347179 0.18533 -1.22456 -0.393176 -0.902399 -0.527602 -1.25227 1.5779 -0.12644 38.6846 -4.87903 6.06876 -4.32133 -2.95377 4.53323 -1.00857 -1.51996 -0.38814 -0.146559 0.0596217 -0.0717787 
-0.66684 0.241398 1.10678 0.0779423 -1.64025 1.38045 -0.413648 0.947432 0.853901 -0.93704 -0.393176 -0.876943 -1.73032 0.722266 0.909327 -1.65757 3.19747 -0.497099 -1.13103 1.11371 -31.4725 -3.49155 9.84285 -5.34388 -0.792392 -5.38982 -2.00652 0.423603 0.225397 0.275792 0.151053 0.0995692 
-1.3562 1.36845 1.46012 0.774227 -0.254612 -0.968217 0.71398 1.05828 -1.54672 -1.58483 0.237291 -0.342901 0.154153 0.0917987 0.857366 0.521348 -0.471266 0.500563 1.68529 1.58483 4.02539 -3.07088 12.8015 -0.220501 -0.0333168 -2.70074 -0.216665 -1.51656 -0.734197 -0.0140415 0.0721687 0.0169566 
0.206114 -0.500093 -0.417424 -0.109119 1.14835 -0.417424 0.0999138 1.28345 1.41162 1.48783 1.07214 -1.11915 -1.30077 0.874686 0.0502295 -0.479778 -0.0856169 0.310037 0.0779423 -0.14376 -16.4126 -7.81911 -6.88072 -12.4734 3.56999 1.77413 -0.438887 -2.71178 -0.410265 -0.222669 -0.1244 0.142527 
-1.01325 -0.555926 -1.48437 1.63679 -1.62293 1.41509 -0.783708 -0.26154 0.275396 -1.69914 1.6264 -0.442505 0.407032 0.18533 1.24881 -1.03403 0.538996 0.441673 -1.14835 -1.32502 -24.9284 -10.8437 -8.15452 2.67046 2.07234 -2.74092 -1.62829 1.32174 1.13012 0.0577794 -0.0182245 -0.026889 
-0.711873 -0.544642 -1.71646 -0.576773 0.258076 0.902399 -0.163237 0.510955 -1.62986 -0.836581 -0.857366 -0.0489953 -0.168009 0.649519 0.393176 0.81926 -0.936402 -1.31809 -0.355071 -0.285789 -89.4109 22.7793 -12.398 5.29171 -4.50949 1.91928 -0.11198 1.4255 0.913256 0.323929 -0.433691 0.0970766 
-0.469386 -0.569115 -0.677232 1.20378 0.486707 -1.45319 1.11203 -1.19685 -1.34927 -0.510955 1.59868 -0.584201 0.493635 1.00286 -0.285789 0.147224 -0.870208 -0.968217 1.04443 0.0987269 -28.7364 17.518 -2.44988 1.7339 1.37161 2.47567 -3.12627 -1.71571 -0.507521 -0.0440832 0.178114 -0.179409 
-1.6264 3.16349 1.45319 1.13449 1.32502 -1.11371 0.160262 -0.569845 0.41396 0.386248 -1.43933 1.71431 0.708409 -1.59176 -1.04443 1.20724 -0.729773 -0.576773 -0.504027 -0.843509 -31.5016 16.6436 6.33625 1.18401 1.71025 -0.838975 2.74998 -1.1799 0.0124889 0.430903 -0.0456139 -0.27748 
0.895471 -0.551094 -0.732658 -1.32156 1.42201 1.25574 -0.633537 -0.982073 -1.67143 1.16567 -0.102191 -0.604565 -0.621807 0.781155 1.12064 1.54672 -0.0935544 1.43933 0.230363 1.06868 78.8233 -7.74975 -0.264309 -2.80255 9.32012 3.23648 -1.28053 -0.418641 -0.424732 0.0955696 -0.149641 0.408375 
0.888543 -0.584992 0.0363731 0.659912 0.781155 -1.03403 0.547942 0.417424 -1.06521 -0.601022 -1.29038 0.887505 0.552524 0.424353 -0.282324 1.29038 -0.303775 1.47398 1.45666 -0.864294 37.467 -9.81003 -7.03476 -0.891097 -2.23376 2.80417 1.55526 -1.90252 0.213528 0.122818 -0.18754 -0.296239 
1.29731 -0.695836 -1.05482 -1.59868 0.81926 -1.26959 1.33211 1.25227 -1.37005 -0.0502295 1.06521 -1.1242 -1.57097 0.154153 -0.26154 -0.517883 -0.245638 -0.673768 -0.822725 0.729194 34.3346 0.778678 -1.2815 -19.7989 -0.0666154 2.97115 1.12445 -1.38411 -0.77018 -0.743092 0.0642241 0.239615 
0.971681 -0.271055 1.24535 0.639127 -1.713 -0.521348 -0.658923 -0.632199 1.62986 -1.55019 -1.3077 0.486865 -1.00286 0.0952628 0.774227 -0.285789 -0.718874 -1.33541 0.209578 0.815796 -40.9308 1.98846 -5.85653 6.09984 3.1093 6.16711 2.64505 1.61395 -0.279656 0.227593 0.245939 -0.171344 
-1.10678 0.483119 0.275396 0.0987269 0.206114 -1.18646 0.77867 0.0363731 -1.32156 1.38391 -1.086 -0.24281 -1.03057 1.713 -0.150688 -1.23149 0.0877679 -1.32848 0.296181 -0.923184 31.8356 -10.4254 7.89856 6.46113 -3.29649 -4.37476 -0.824245 -1.21417 -0.960704 -0.194064 0.122044 0.309525 
-0.715337 -0.336933 -0.871222 0.258076 0.930112 -0.632199 -0.758789 -1.70261 0.112583 -1.68529 1.01325 -1.106 -1.11717 1.6645 1.36312 0.39664 -0.324359 0.788084 0.756907 -1.02364 -67.3412 -12.9329 -10.7373 -8.84545 -0.300152 3.25472 0.591644 2.41134 -0.707714 0.30103 -0.29447 0.0549968 
-1.0375 0.943481 1.46358 -0.670304 1.22802 0.0883346 -0.768378 -1.0756 0.219971 0.355071 -1.16567 0.117649 -0.687625 0.857366 -0.39664 -1.25574 0.286478 -0.393176 1.43933 -1.47051 64.5186 -9.87944 6.1712 8.55379 7.29796 -5.9492 1.51896 1.6827 -0.0510319 0.493123 0.0684952 0.107258 
-0.576773 -0.462494 -0.348142 1.33888 -0.704945 -0.0744782 -0.233894 0.795012 1.46012 0.746514 1.0756 -0.663636 0.0848705 0.642591 -1.29731 0.150688 0.208636 1.4428 -0.310037 1.66104 20.7291 -20.2198 -1.56033 -2.83262 0.237153 3.58467 -1.25491 -0.945955 0.000886953 0.0213391 -0.246906 -0.272042 
