6.9843 nan 26.3963 3.89978 nan 5.0187 nan 5.89218 0.697352 782.444 2.05003 20.8074 3.95342 5.28296 3.95798 8.53127 3.27559 3.71205 7.75803 434.824 
12.5785 nan 49.5263 8.14354 nan 9.8166 nan 12.8551 nan 313.455 3.06534 23.0766 5.64559 10.0901 5.56832 12.2815 4.80598 6.64326 13.6353 3753.9 
20.7406 8.73625 91.4727 19.6714 nan 20.4542 nan 25.1098 nan 157.544 nan 20.6143 8.3391 20.8325 8.29604 15.2251 7.16375 12.7494 21.8334 nan 
17.9652 nan 92.6727 34.9745 nan 28.7584 5307.09 10.9474 nan nan nan 29.2604 14.6035 33.5118 12.8866 21.527 30.8002 9.81151 17.2594 888.132 
37.5637 nan 196.477 132.519 nan 73.8193 24149.9 33.8309 nan 18076 nan 53.3321 31.0057 106.208 25.5756 44.4854 75.1658 24.8856 43.3495 3847.3 
67.8525 nan 377.433 468.475 nan 162.039 nan 97.8092 nan 1757.21 nan 76.5171 54.2813 314.087 44.0618 72.5764 137.064 57.7738 99.4311 55721.3 
669.815 7640.29 27568.4 116.355 9705.41 848.762 147.206 51.946 nan nan nan 132.09 59.3871 2106.48 69.8353 86.2112 189.518 31.9609 1642.67 23903.5 
787.577 nan 7.79715e+06 518.689 18615.4 1539.09 385.639 163.331 19490.3 nan 4267.33 171.104 90.6865 26108.5 173.059 129.774 614.22 71.7801 909.049 1.01205e+06 
1028.57 nan nan 2776.4 32103.2 2945.68 770.825 509.59 4846.07 nan 859.637 206.421 118.948 nan 326.571 171.376 1640.62 133.774 913.516 nan 
12.5024 23.0246 nan 51.2117 22.9022 12.1371 1164.5 nan 22.4114 604.686 18.9907 26.6547 7.77223 36.2441 63.3425 24.1991 109.099 297.664 12.0123 46.3243 
31.2732 63.219 nan 78.5301 44.1264 30.0525 636.44 548.328 91.1475 5664.29 38.2893 44.9446 17.4724 37.7853 102.007 56.0963 133.53 347.96 19.9839 96.299 
57.07 157.433 nan 94.0242 78.7031 nan 521.629 182.965 451.136 nan 66.591 63.9316 35.0793 nan 129.154 85.6292 151.117 380.12 nan 161.836 
