# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.36043 -----------------
#dely    BF
0.050  0.5407  0.0006
0.150  0.5014  0.0006
0.250  0.4641  0.0006
0.350  0.4115  0.0006
0.450  0.3635  0.0005
0.550  0.3106  0.0005
0.650  0.2634  0.0004
0.750  0.2115  0.0004
0.850  0.1705  0.0003
0.950  0.1270  0.0003
1.050  0.0923  0.0002
1.150  0.0649  0.0002
1.250  0.0420  0.0001
1.350  0.0235  0.0001
1.450  0.0123  0.0001
1.550  0.0047  0.0000
1.650  0.0004  0.0000
1.750 -0.0000 -0.0000
