# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.282419 -----------------
#dely    BF
0.050  0.5162  0.0005
0.150  0.4848  0.0005
0.250  0.4212  0.0005
0.350  0.3530  0.0004
0.450  0.2892  0.0004
0.550  0.2337  0.0003
0.650  0.1737  0.0003
0.750  0.1295  0.0002
0.850  0.0904  0.0002
0.950  0.0602  0.0001
1.050  0.0360  0.0001
1.150  0.0203  0.0001
1.250  0.0112  0.0000
1.350  0.0046  0.0000
1.450  0.0007  0.0000
1.550 -0.0004 -0.0000
1.650 -0.0001 -0.0000
1.750 -0.0001 -0.0000
