# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0152837 -----------------
#dely    BF
0.050  0.0265  0.0001
0.150  0.0235  0.0001
0.250  0.0226  0.0001
0.350  0.0192  0.0000
0.450  0.0166  0.0000
0.550  0.0136  0.0000
0.650  0.0102  0.0000
0.750  0.0082  0.0000
0.850  0.0052  0.0000
0.950  0.0038  0.0000
1.050  0.0021  0.0000
1.150  0.0009  0.0000
1.250  0.0004  0.0000
1.350  0.0001  0.0000
1.450 -0.0000 -0.0000
1.550  0.0000  0.0000
1.650 -0.0000 -0.0000
1.750 -0.0000 -0.0000
