# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.132941 -----------------
#dely    BF    dB     BFVar
0.050  0.3790  0.0032  0.0606
0.150  0.3133  0.0028  0.0132
0.250  0.2317  0.0023  0.0096
0.350  0.1613  0.0018  0.0161
0.450  0.1101  0.0014  0.0119
0.550  0.0722  0.0011  0.0058
0.650  0.0361  0.0006  0.0033
0.750  0.0197  0.0004  0.0025
0.850  0.0075  0.0002  0.0013
0.950  0.0019  0.0001  0.0011
1.050 -0.0014 -0.0001  0.0004
1.150 -0.0009 -0.0000  0.0004
1.250 -0.0006 -0.0000  0.0001
1.350 -0.0003 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0004
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
