           0.05         0.2764          0.283         0.2562         0.2325         0.2524         0.2267         0.2782         0.2733         0.2843         0.3213          0.406         0.2842         0.3783         0.2601         0.3365         0.2261         0.3749          0.219         0.2626         0.2429	0.154563
           0.15          0.289         0.2884         0.2387         0.2098         0.2208         0.2234         0.2385         0.2699         0.2586         0.3018         0.3713         0.2551         0.3246         0.2229          0.336          0.222         0.3373         0.2081         0.2419         0.2027	0.325801
           0.25         0.2475         0.2459         0.2284         0.2032         0.2159         0.2117         0.2163         0.2146          0.233         0.2688         0.3381         0.2428         0.3067         0.2069         0.3058         0.1857         0.3312         0.1843         0.2226         0.1909	0.291725
           0.35         0.2351         0.2348          0.215         0.1885         0.2158         0.2013         0.2173         0.2097         0.1958         0.2477         0.3128         0.2225         0.2631         0.1893         0.2769         0.1936         0.2879          0.186         0.2115         0.1857	0.244409
           0.45         0.2202         0.2055         0.1955         0.1762         0.1937         0.1947         0.1994         0.1834         0.1811          0.217         0.2618         0.2068         0.2507         0.1781         0.2521         0.1818         0.2571         0.1862         0.1874         0.1723	0.213718
           0.55         0.1818          0.176         0.1762         0.1637         0.1565         0.1517         0.1735         0.1795         0.1622         0.1908         0.2179         0.1811         0.2109         0.1457         0.1936         0.1676         0.2203         0.1559         0.1647         0.1723	0.176366
           0.65         0.1585          0.152          0.141         0.1255         0.1416         0.1268          0.147         0.1637         0.1545         0.1663         0.1875         0.1436         0.1769         0.1438         0.1839         0.1414         0.1913          0.132         0.1536         0.1383	0.145787
           0.75         0.1105         0.1213          0.133         0.1225          0.118         0.1225         0.1219         0.1158         0.1151         0.1201         0.1533         0.1019         0.1439         0.1211         0.1392         0.1195         0.1495         0.1156         0.1257         0.1199	0.118907
           0.85         0.1171         0.0974         0.1136         0.1003         0.1068         0.0962         0.0969         0.1022          0.112          0.125          0.121          0.095         0.1172         0.0961         0.1194         0.1136         0.1207          0.096         0.0975         0.1019	0.091020
           0.95         0.0786         0.0818         0.0858         0.0836         0.0725         0.0867         0.0741         0.0769         0.0873         0.0813         0.0883          0.084         0.0883          0.082         0.0816         0.0745         0.0907         0.0916         0.0755         0.0783	0.071419
           1.05         0.0585         0.0664         0.0575         0.0616         0.0641         0.0785         0.0673         0.0636         0.0681         0.0651         0.0513         0.0559         0.0628         0.0619         0.0631         0.0718         0.0541         0.0714          0.062         0.0579	0.050490
           1.15         0.0496         0.0477         0.0443          0.048         0.0427         0.0611         0.0545         0.0451         0.0504         0.0452         0.0361         0.0473         0.0365         0.0543          0.045          0.054         0.0364         0.0543         0.0539         0.0436	0.033986
           1.25         0.0246         0.0322         0.0308         0.0293         0.0334           0.04         0.0338         0.0291         0.0288          0.028         0.0304         0.0291         0.0392         0.0349         0.0227          0.035         0.0305         0.0366         0.0312         0.0419	0.025627
           1.35         0.0202         0.0194         0.0207          0.025          0.025         0.0244         0.0235         0.0168         0.0245         0.0092         0.0142         0.0195         0.0176         0.0273          0.016         0.0255         0.0236         0.0241         0.0235         0.0261	0.017172
           1.45         0.0106         0.0116         0.0163         0.0131         0.0141         0.0139         0.0107         0.0147         0.0146         0.0103         0.0056         0.0104         0.0094         0.0132         0.0068         0.0166         0.0069         0.0185         0.0079         0.0146	0.008126
           1.55         0.0051         0.0097         0.0048         0.0077         0.0078         0.0097         0.0064          0.005         0.0077          0.006          0.001         0.0046         0.0036         0.0081         0.0037         0.0048         0.0054         0.0043         0.0087         0.0063	0.004446
           1.65         0.0015         0.0028         0.0013         0.0011         0.0018         0.0029         0.0004         0.0032         0.0007         0.0009         0.0025         0.0023          0.002         0.0021        -0.0003         0.0022         0.0002         0.0019         0.0027         0.0014	0.002682
           1.75         0.0002         0.0001        -0.0001         0.0001             -0         0.0002              0        -0.0001         0.0004        -0.0002        -0.0001              0        -0.0004         0.0002         0.0003        -0.0002        -0.0002         0.0005         0.0002         0.0002	0.000825
	0.000322
	-0.000013
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
	0.000000
