# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0640944 -----------------
#dely    BF    dB     BFVar
0.050  0.1116  0.0004  0.0015
0.150  0.1047  0.0004  0.0016
0.250  0.0929  0.0003  0.0022
0.350  0.0807  0.0003  0.0022
0.450  0.0669  0.0003  0.0009
0.550  0.0532  0.0002  0.0033
0.650  0.0426  0.0002  0.0010
0.750  0.0312  0.0002  0.0011
0.850  0.0226  0.0001  0.0007
0.950  0.0149  0.0001  0.0009
1.050  0.0097  0.0001  0.0007
1.150  0.0052  0.0001  0.0004
1.250  0.0027  0.0000  0.0007
1.350  0.0012  0.0000  0.0002
1.450  0.0005  0.0000  0.0001
1.550  0.0001  0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
