# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0357086 -----------------
#dely    BF    dB     BFVar
0.050  0.0744  0.0004  0.0036
0.150  0.0680  0.0004  0.0051
0.250  0.0599  0.0004  0.0016
0.350  0.0502  0.0003  0.0042
0.450  0.0386  0.0003  0.0023
0.550  0.0274  0.0002  0.0022
0.650  0.0197  0.0002  0.0014
0.750  0.0114  0.0001  0.0025
0.850  0.0060  0.0001  0.0010
0.950  0.0033  0.0000  0.0003
1.050  0.0004  0.0000  0.0005
1.150 -0.0006 -0.0000  0.0003
1.250 -0.0007 -0.0000  0.0003
1.350 -0.0004 -0.0000  0.0004
1.450 -0.0002 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
