# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.0977, SIGMA_HAD=0.425029
# NSAMPLE=10000000, Tblast=83.6015, UPERPblast(x,y)=(0.7462,0.7462)
# SOVERUD=0.7722, QUARK_ENTROPY_RATIO=0.1728, BARYON_FUDGE=0.646
# ------- normalization=0.0755196 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1107  0.0016  0.1558 -0.0451  0.0000
0.150  0.1062  0.0016  0.1461 -0.0399  0.0000
0.250  0.0924  0.0015  0.1254 -0.0330  0.0000
0.350  0.0954  0.0016  0.1218 -0.0264  0.0000
0.450  0.0783  0.0015  0.0988 -0.0206  0.0000
0.550  0.0733  0.0016  0.0884 -0.0152  0.0000
0.650  0.0567  0.0015  0.0669 -0.0101  0.0000
0.750  0.0501  0.0015  0.0569 -0.0069  0.0000
0.850  0.0369  0.0014  0.0406 -0.0037  0.0000
0.950  0.0266  0.0013  0.0287 -0.0021  0.0000
1.050  0.0155  0.0010  0.0164 -0.0010  0.0000
1.150  0.0075  0.0007  0.0079 -0.0004  0.0000
1.250  0.0038  0.0005  0.0039 -0.0001  0.0000
1.350  0.0016  0.0003  0.0016 -0.0000  0.0000
1.450  0.0004  0.0001  0.0004  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
