# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.201878 -----------------
#dely    BF    dB     BFVar
0.050  0.2144  0.0001  0.0037
0.150  0.2050  0.0001  0.0024
0.250  0.1974  0.0001  0.0021
0.350  0.1911  0.0001  0.0033
0.450  0.1855  0.0001  0.0027
0.550  0.1749  0.0001  0.0023
0.650  0.1602  0.0001  0.0021
0.750  0.1459  0.0001  0.0013
0.850  0.1291  0.0001  0.0019
0.950  0.1092  0.0001  0.0018
1.050  0.0899  0.0001  0.0018
1.150  0.0710  0.0001  0.0017
1.250  0.0533  0.0001  0.0046
1.350  0.0390  0.0001  0.0008
1.450  0.0263  0.0000  0.0008
1.550  0.0162  0.0000  0.0011
1.650  0.0081  0.0000  0.0003
1.750  0.0023  0.0000  0.0002
