# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.258979 -----------------
#dely    BF    dB     BFVar
0.050  0.3925  0.0002  0.0042
0.150  0.3624  0.0002  0.0038
0.250  0.3278  0.0002  0.0029
0.350  0.2951  0.0001  0.0022
0.450  0.2575  0.0001  0.0028
0.550  0.2183  0.0001  0.0030
0.650  0.1828  0.0001  0.0024
0.750  0.1478  0.0001  0.0019
0.850  0.1174  0.0001  0.0023
0.950  0.0905  0.0001  0.0015
1.050  0.0674  0.0001  0.0034
1.150  0.0491  0.0001  0.0020
1.250  0.0331  0.0000  0.0015
1.350  0.0220  0.0000  0.0007
1.450  0.0138  0.0000  0.0003
1.550  0.0077  0.0000  0.0031
1.650  0.0035  0.0000  0.0003
1.750  0.0010  0.0000  0.0002
