Enter qualifer : 
bool AEQUALB true
double DELPT 5
double MA 139.57
double MB 139.57
int NEVENTSMAX 4000
int NMAX 120000
string OSCARfilename /Users/scottepratt/data/bb/oscar.dat
double PHIMAX_DEG 360
double PHIMIN_DEG -360
double PT 600
double YMAX 10
double YMIN -10
____________ Calculating S for kt = 50 __________________
Opening /Users/pratt/data/bb/INITA0/oscar.dat
OSCAR file read: 4000 events, na=41230, nb=41230
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | 4.538e-01 | 4.538e-01 | 4.538e-01 
  1 | 4.320e-01 | 4.345e-01 | 4.084e-01 
  2 | 4.049e-01 | 4.111e-01 | 3.495e-01 
  3 | 3.750e-01 | 3.853e-01 | 2.897e-01 
  4 | 3.428e-01 | 3.541e-01 | 2.306e-01 
  5 | 3.114e-01 | 3.251e-01 | 1.806e-01 
  6 | 2.772e-01 | 2.980e-01 | 1.359e-01 
  7 | 2.482e-01 | 2.695e-01 | 9.910e-02 
  8 | 2.169e-01 | 2.412e-01 | 7.144e-02 
  9 | 1.885e-01 | 2.182e-01 | 5.124e-02 
 10 | 1.615e-01 | 1.901e-01 | 3.599e-02 
 11 | 1.365e-01 | 1.671e-01 | 2.524e-02 
 12 | 1.149e-01 | 1.470e-01 | 1.707e-02 
 13 | 9.743e-02 | 1.263e-01 | 1.175e-02 
 14 | 7.959e-02 | 1.062e-01 | 8.119e-03 
 15 | 6.481e-02 | 9.185e-02 | 5.733e-03 
 16 | 5.034e-02 | 7.689e-02 | 3.961e-03 
 17 | 3.931e-02 | 6.360e-02 | 2.727e-03 
 18 | 3.065e-02 | 5.281e-02 | 1.945e-03 
 19 | 2.350e-02 | 4.261e-02 | 1.371e-03 
 20 | 1.723e-02 | 3.461e-02 | 1.002e-03 
 21 | 1.271e-02 | 2.706e-02 | 6.950e-04 
 22 | 9.080e-03 | 2.141e-02 | 4.752e-04 
 23 | 6.187e-03 | 1.668e-02 | 2.288e-04 
 24 | 4.033e-03 | 1.252e-02 | 2.356e-04 
 25 | 2.604e-03 | 9.270e-03 | 1.568e-04 
 26 | 1.677e-03 | 6.986e-03 | 1.362e-04 
 27 | 9.671e-04 | 5.153e-03 | 9.977e-05 
 28 | 4.942e-04 | 3.640e-03 | 1.254e-04 
 29 | 2.333e-04 | 2.569e-03 | 9.240e-05 
 30 | 7.162e-05 | 1.586e-03 | 5.717e-05 
 31 | 1.431e-05 | 1.086e-03 | 5.211e-05 
 32 | 1.254e-06 | 7.022e-04 | 2.558e-05 
 33 | 8.887e-06 | 4.395e-04 | 9.649e-06 
 34 | 8.137e-05 | 3.006e-04 | 4.720e-06 
 35 | 1.647e-04 | 7.375e-05 | -1.619e-05 
 36 | 2.428e-04 | 3.919e-05 | -1.552e-05 
 37 | 2.093e-04 | 1.495e-05 | -2.280e-05 
 38 | 1.661e-04 | -1.838e-05 | -1.872e-05 
 39 | 1.776e-04 | -2.336e-05 | -2.361e-05 
 40 | 1.958e-04 | -8.919e-06 | -2.287e-05 
 41 | 1.663e-04 | 1.117e-05 | -1.066e-05 
 42 | 1.639e-04 | 4.107e-05 | -1.177e-05 
 43 | 1.035e-04 | 1.439e-06 | -1.571e-05 
 44 | 1.087e-04 | 9.481e-06 | 1.050e-05 
 45 | 8.111e-05 | 4.750e-05 | -1.202e-05 
 46 | 3.670e-05 | 4.055e-05 | -4.356e-06 
 47 | 3.247e-05 | 7.194e-06 | 2.106e-08 
 48 | 2.421e-05 | 1.373e-05 | 1.679e-05 
 49 | -1.916e-06 | 1.024e-06 | 1.566e-05 
____________ Calculating S for kt = 100 __________________
Opening /Users/pratt/data/bb/INITA0/oscar.dat
OSCAR file read: 4000 events, na=67416, nb=67416
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | 8.770e+00 | 8.770e+00 | 8.770e+00 
