! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3579  8.436  7.942  7.807 14.119  1.017
 100.0 0.3816  9.524  7.742  7.361 12.063  1.052
 150.0 0.4191 10.601  7.221  6.866 10.093  1.052
 200.0 0.4475 11.769  6.735  6.339  8.569  1.063
 250.0 0.4713 12.750  6.215  5.821  7.381  1.068
 300.0 0.5055 13.778  5.812  5.505  6.502  1.056
 350.0 0.5277 14.844  5.498  5.077  5.786  1.083
 400.0 0.5454 15.834  5.217  4.839  5.205  1.078
 450.0 0.5672 16.673  4.939  4.555  4.684  1.084
 500.0 0.5799 17.484  4.701  4.331  4.280  1.085
