Enter qualifer : 
bool AEQUALB true
double DELPT 5
double MA 139.57
double MB 139.57
int NEVENTSMAX 4000
int NMAX 120000
string OSCARfilename /Users/scottepratt/data/bb/oscar.dat
double PHIMAX_DEG 360
double PHIMIN_DEG -360
double PT 600
double YMAX 10
double YMIN -10
____________ Calculating S for kt = 50 __________________
Opening /Users/pratt/data/bb/L0/oscar.dat
OSCAR file read: 4000 events, na=31494, nb=31494
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | 4.442e-01 | 4.442e-01 | 4.442e-01 
  1 | 4.209e-01 | 4.220e-01 | 4.051e-01 
  2 | 3.919e-01 | 3.960e-01 | 3.562e-01 
  3 | 3.640e-01 | 3.681e-01 | 3.034e-01 
  4 | 3.336e-01 | 3.417e-01 | 2.510e-01 
  5 | 3.043e-01 | 3.114e-01 | 2.036e-01 
  6 | 2.705e-01 | 2.832e-01 | 1.627e-01 
  7 | 2.407e-01 | 2.539e-01 | 1.263e-01 
  8 | 2.132e-01 | 2.270e-01 | 9.492e-02 
  9 | 1.860e-01 | 2.022e-01 | 7.130e-02 
 10 | 1.600e-01 | 1.773e-01 | 5.349e-02 
 11 | 1.349e-01 | 1.576e-01 | 3.927e-02 
 12 | 1.164e-01 | 1.353e-01 | 2.935e-02 
 13 | 9.731e-02 | 1.167e-01 | 2.088e-02 
 14 | 7.924e-02 | 1.006e-01 | 1.554e-02 
 15 | 6.505e-02 | 8.411e-02 | 1.161e-02 
 16 | 5.364e-02 | 7.101e-02 | 7.587e-03 
 17 | 4.273e-02 | 5.893e-02 | 5.727e-03 
 18 | 3.357e-02 | 4.836e-02 | 4.391e-03 
 19 | 2.604e-02 | 4.036e-02 | 3.077e-03 
 20 | 2.054e-02 | 3.301e-02 | 2.163e-03 
 21 | 1.503e-02 | 2.716e-02 | 1.696e-03 
 22 | 1.130e-02 | 2.128e-02 | 1.128e-03 
 23 | 8.423e-03 | 1.755e-02 | 8.334e-04 
 24 | 6.396e-03 | 1.327e-02 | 4.605e-04 
 25 | 4.525e-03 | 1.098e-02 | 3.054e-04 
 26 | 3.209e-03 | 8.396e-03 | 1.716e-04 
 27 | 2.197e-03 | 7.228e-03 | 1.059e-04 
 28 | 1.277e-03 | 5.459e-03 | 8.288e-05 
 29 | 8.114e-04 | 4.379e-03 | 5.896e-05 
 30 | 6.402e-04 | 3.206e-03 | 1.628e-05 
 31 | 3.991e-04 | 2.337e-03 | 4.788e-05 
 32 | 2.611e-04 | 1.732e-03 | 2.692e-05 
 33 | 2.500e-04 | 1.263e-03 | -3.557e-06 
 34 | 1.416e-04 | 9.087e-04 | -1.121e-05 
 35 | 3.505e-05 | 6.169e-04 | -1.789e-05 
 36 | -1.018e-06 | 4.891e-04 | -1.511e-05 
 37 | -8.098e-06 | 3.714e-04 | -2.943e-05 
 38 | -2.563e-05 | 1.907e-04 | -3.061e-05 
 39 | -2.480e-05 | 1.085e-04 | -2.171e-05 
 40 | -2.691e-05 | 8.521e-05 | -2.941e-05 
 41 | -2.921e-05 | 1.365e-05 | -3.065e-05 
 42 | -2.242e-05 | 2.059e-05 | -1.619e-05 
 43 | -2.746e-05 | -2.963e-06 | -1.848e-05 
 44 | -2.487e-05 | -1.755e-05 | -1.808e-05 
 45 | -2.478e-05 | -2.740e-05 | -1.751e-05 
 46 | -2.987e-05 | -1.637e-05 | 5.967e-06 
