! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3813  8.472  7.975  7.688 14.889  1.037
 100.0 0.4027  9.592  7.798  7.205 12.625  1.082
 150.0 0.4374 10.951  7.460  6.768 10.592  1.102
 200.0 0.4734 12.272  7.023  6.312  8.975  1.113
 250.0 0.4971 13.543  6.601  5.821  7.737  1.134
 300.0 0.5232 14.771  6.231  5.418  6.865  1.150
 350.0 0.5529 15.840  5.867  5.067  6.047  1.158
 400.0 0.5675 16.906  5.569  4.840  5.448  1.151
 450.0 0.5830 17.922  5.309  4.550  4.911  1.167
 500.0 0.5981 18.528  4.982  4.371  4.528  1.140
