! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3725  8.375  7.885  7.514 15.347  1.049
 100.0 0.4012  9.598  7.802  7.103 12.822  1.098
 150.0 0.4380 11.202  7.631  6.663 10.883  1.145
 200.0 0.4686 12.541  7.177  6.100  9.093  1.176
 250.0 0.5068 14.109  6.877  5.655  7.967  1.216
 300.0 0.5396 15.414  6.502  5.241  6.904  1.241
 350.0 0.5591 16.712  6.190  4.989  6.182  1.241
 400.0 0.5865 18.051  5.947  4.674  5.499  1.272
 450.0 0.6043 19.148  5.672  4.437  4.973  1.278
 500.0 0.6152 20.021  5.383  4.205  4.528  1.280
