Enter qualifer : 
bool AEQUALB true
double DELPT 5
double MA 139.57
double MB 139.57
int NEVENTSMAX 4000
int NMAX 120000
string OSCARfilename /Users/scottepratt/data/bb/oscar.dat
double PHIMAX_DEG 360
double PHIMIN_DEG -360
double PT 600
double YMAX 10
double YMIN -10
____________ Calculating S for kt = 50 __________________
Opening /Users/pratt/data/bb/eta4/oscar.dat
OSCAR file read: 4000 events, na=39549, nb=39549
______ FINISHED CREATING MCLISTS ___________
bool XSYM 1 bool YSYM 1 bool ZSYM 1
int NXMAX 50 int NYMAX 50 int NZMAX 50
double DELX 1 double DELY 1 double DELZ 1
  0 | 4.223e-01 | 4.223e-01 | 4.223e-01 
  1 | 4.046e-01 | 4.045e-01 | 3.858e-01 
  2 | 3.819e-01 | 3.828e-01 | 3.357e-01 
  3 | 3.514e-01 | 3.589e-01 | 2.818e-01 
  4 | 3.202e-01 | 3.332e-01 | 2.307e-01 
  5 | 2.941e-01 | 3.047e-01 | 1.829e-01 
  6 | 2.633e-01 | 2.788e-01 | 1.424e-01 
  7 | 2.344e-01 | 2.513e-01 | 1.062e-01 
  8 | 2.040e-01 | 2.266e-01 | 7.856e-02 
  9 | 1.777e-01 | 2.013e-01 | 5.711e-02 
 10 | 1.510e-01 | 1.748e-01 | 4.107e-02 
 11 | 1.300e-01 | 1.532e-01 | 2.882e-02 
 12 | 1.096e-01 | 1.323e-01 | 2.075e-02 
 13 | 9.012e-02 | 1.139e-01 | 1.474e-02 
 14 | 7.469e-02 | 9.718e-02 | 1.038e-02 
 15 | 6.021e-02 | 8.204e-02 | 7.127e-03 
 16 | 4.825e-02 | 6.795e-02 | 5.595e-03 
 17 | 3.850e-02 | 5.667e-02 | 4.222e-03 
 18 | 2.952e-02 | 4.616e-02 | 2.986e-03 
 19 | 2.278e-02 | 3.709e-02 | 2.286e-03 
 20 | 1.712e-02 | 3.065e-02 | 1.763e-03 
 21 | 1.263e-02 | 2.395e-02 | 1.270e-03 
 22 | 9.111e-03 | 1.875e-02 | 1.202e-03 
 23 | 6.516e-03 | 1.487e-02 | 9.275e-04 
 24 | 4.199e-03 | 1.160e-02 | 6.394e-04 
 25 | 2.799e-03 | 8.818e-03 | 4.967e-04 
 26 | 1.754e-03 | 6.815e-03 | 4.875e-04 
 27 | 1.051e-03 | 4.970e-03 | 3.868e-04 
 28 | 6.506e-04 | 3.743e-03 | 3.864e-04 
 29 | 3.033e-04 | 2.695e-03 | 3.166e-04 
 30 | 1.406e-04 | 1.940e-03 | 2.452e-04 
 31 | 1.083e-04 | 1.511e-03 | 1.779e-04 
 32 | 8.794e-05 | 8.220e-04 | 1.626e-04 
