! kt  lambda  Rout  Routlab Rside   Rlong
  50.0 0.3396 11.870 11.175 11.174 16.535  1.000
 100.0 0.3607 13.517 10.987 10.898 14.764  1.008
 150.0 0.3863 14.954 10.186 10.434 12.734  0.976
 200.0 0.4150 16.390  9.380  9.889 11.148  0.949
 250.0 0.4354 17.552  8.556  9.289  9.804  0.921
 300.0 0.4516 18.157  7.659  8.833  8.663  0.867
 350.0 0.4630 18.408  6.818  8.313  7.769  0.820
 400.0 0.4660 18.025  5.938  7.738  6.968  0.767
 450.0 0.4710 17.687  5.240  7.307  6.289  0.717
 500.0 0.4709 17.080  4.592  6.865  5.729  0.669
