# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.101589 -----------------
#dely    BF
0.050 -0.3314 -0.0020
0.150 -0.2841 -0.0017
0.250 -0.2583 -0.0017
0.350 -0.2102 -0.0014
0.450 -0.1576 -0.0012
0.550 -0.0743 -0.0006
0.650 -0.0771 -0.0006
0.750 -0.0031 -0.0000
0.850  0.0401  0.0004
0.950 -0.0031 -0.0000
1.050  0.0086  0.0001
1.150  0.0731  0.0011
1.250  0.0958  0.0016
1.350  0.0666  0.0014
1.450  0.0454  0.0011
1.550  0.0432  0.0013
1.650  0.0038  0.0002
1.750  0.0068  0.0005
