0.126	410		12.
0.169	305.1	6.1
0.214	239.0	4.8
0.261	188.1	1.9
0.308	147.1	1.5
0.356	115.1	1.2
0.404	90.68	0.93
0.452	72.0	1.4
0.501	56.7	1.7
0.550	44.8	1.3
0.599	35.7	1.4
