# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.309269 -----------------
#dely    BF
0.050  0.5425  0.0005
0.150  0.4967  0.0005
0.250  0.4441  0.0005
0.350  0.3814  0.0004
0.450  0.3215  0.0004
0.550  0.2584  0.0003
0.650  0.2018  0.0003
0.750  0.1533  0.0002
0.850  0.1106  0.0002
0.950  0.0753  0.0001
1.050  0.0504  0.0001
1.150  0.0321  0.0001
1.250  0.0171  0.0000
1.350  0.0076  0.0000
1.450  0.0020  0.0000
1.550 -0.0008 -0.0000
1.650 -0.0008 -0.0000
1.750 -0.0005 -0.0000
