# ICODE=321, JCODE=-321
# SIGMA_QGP=0.5, SIGMA_HAD=0.5
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0832267 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
  0.15 0.522049 0.0198307 0.1375 0.263385 0.522809 -0.0224007 0.0216413
  0.25 0.500686 0.0203415 0.1233 0.246262 0.501498 -0.0219279 0.0211157
  0.35 0.469192 0.020798 0.1059 0.225707 0.469635 -0.0203804 0.0199374
  0.45 0.431434 0.0211809 0.0879 0.203739 0.431434 -0.0186513 0.0181605
  0.55 0.385813 0.0212691 0.07 0.181435 0.385813 -0.0165348 0.017086
  0.65 0.339775 0.0214625 0.0538 0.15834 0.339144 -0.0151573 0.0157888
  0.75 0.29332 0.0216751 0.0397 0.135347 0.291842 -0.0125603 0.014038
  0.85 0.248258 0.0220142 0.028 0.112786 0.245598 -0.0106396 0.0124129
  0.95 0.203738 0.0225616 0.0184 0.090312 0.201524 -0.00885818 0.0110727
  1.05 0.163339 0.0238227 0.0112 0.0685692 0.16188 -0.0072919 0.00875028
  1.15 0.126683 0.0263106 0.0061 0.0481515 0.126683 -0.00623034 0.00623034
  1.25 0.0965399 0.0321386 0.0029 0.0300394 0.0965399 -0.00332896 0.00332896
  1.35 0.0697461 0.0442234 0.0011 0.0157715 0.0697461 -0 0
  1.45 0.0491764 0.0806108 0.0003 0.00610049 0.0491764 -0 0
