# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0674116 -----------------
#dely    BF    dB     BFVar
0.050 -0.0949 -0.0004  0.0029
0.150 -0.0930 -0.0004  0.0333
0.250 -0.0860 -0.0004  0.0026
0.350 -0.0760 -0.0004  0.0035
0.450 -0.0682 -0.0004  0.0029
0.550 -0.0606 -0.0003  0.0028
0.650 -0.0499 -0.0003  0.0020
0.750 -0.0433 -0.0003  0.0088
0.850 -0.0345 -0.0002  0.0017
0.950 -0.0250 -0.0002  0.0014
1.050 -0.0178 -0.0002  0.0008
1.150 -0.0121 -0.0001  0.0006
1.250 -0.0073 -0.0001  0.0017
1.350 -0.0036 -0.0001  0.0003
1.450 -0.0016 -0.0000  0.0007
1.550 -0.0003 -0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
