# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.179555 -----------------
#dely    BF    dB     BFVar
0.050  0.4956  0.0034  0.0216
0.150  0.3671  0.0027  0.0160
0.250  0.2685  0.0022  0.0138
0.350  0.2112  0.0021  0.0096
0.450  0.1486  0.0017  0.0142
0.550  0.1162  0.0016  0.0117
0.650  0.0747  0.0013  0.0094
0.750  0.0480  0.0011  0.0043
0.850  0.0316  0.0009  0.0046
0.950  0.0192  0.0007  0.0017
1.050  0.0094  0.0004  0.0012
1.150  0.0039  0.0002  0.0011
1.250  0.0013  0.0001  0.0003
1.350  0.0001  0.0000  0.0001
1.450  0.0000  0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
