# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=1
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0613837 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0927  0.0001  0.0905 -0.0039  0.0060
0.150  0.0884  0.0001  0.0865 -0.0037  0.0057
0.250  0.0811  0.0000  0.0794 -0.0034  0.0052
0.350  0.0724  0.0000  0.0711 -0.0031  0.0045
0.450  0.0632  0.0000  0.0621 -0.0027  0.0038
0.550  0.0539  0.0000  0.0531 -0.0023  0.0031
0.650  0.0448  0.0000  0.0442 -0.0019  0.0025
0.750  0.0361  0.0000  0.0357 -0.0016  0.0019
0.850  0.0280  0.0000  0.0278 -0.0012  0.0014
0.950  0.0208  0.0000  0.0207 -0.0009  0.0010
1.050  0.0145  0.0000  0.0145 -0.0006  0.0006
1.150  0.0092  0.0000  0.0093 -0.0004  0.0003
1.250  0.0052  0.0000  0.0053 -0.0002  0.0001
1.350  0.0025  0.0000  0.0025 -0.0001  0.0000
1.450  0.0009  0.0000  0.0009 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
