# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.0101938 -----------------
#dely    BF
0.050 -0.0234 -0.0015
0.150 -0.0226 -0.0015
0.250 -0.0430 -0.0030
0.350 -0.0092 -0.0007
0.450 -0.0132 -0.0012
0.550 -0.0055 -0.0005
0.650  0.0002  0.0000
0.750  0.0036  0.0005
0.850  0.0066  0.0013
0.950 -0.0006 -0.0001
1.050  0.0022  0.0004
1.150  0.0025  0.0006
1.250 -0.0002 -0.0001
1.350 -0.0004 -0.0003
1.450  0.0013  0.0013
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
