# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.196636 -----------------
#dely    BF
0.050  0.2733  0.0020
0.150  0.2699  0.0020
0.250  0.2146  0.0017
0.350  0.2097  0.0017
0.450  0.1834  0.0016
0.550  0.1795  0.0017
0.650  0.1637  0.0017
0.750  0.1158  0.0014
0.850  0.1022  0.0013
0.950  0.0769  0.0011
1.050  0.0636  0.0011
1.150  0.0451  0.0009
1.250  0.0291  0.0007
1.350  0.0168  0.0005
1.450  0.0147  0.0005
1.550  0.0050  0.0002
1.650  0.0032  0.0003
1.750 -0.0001 -0.0000
