# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.2842  0.0809  0.0122 2000000
0.150   0.2533  0.0643  0.0107 2000000
0.250   0.2426  0.0589  0.0058 2000000
0.350   0.2275  0.0518  0.0078 2000000
0.450   0.2142  0.0459  0.0065 2000000
0.550   0.2002  0.0401  0.0066 2000000
0.650   0.1845  0.0341  0.0096 2000000
0.750   0.1627  0.0267  0.0146 2000000
0.850   0.1437  0.0207  0.0078 2000000
0.950   0.1228  0.0151  0.0043 2000000
1.050   0.1008  0.0102  0.0048 2000000
1.150   0.0758  0.0058  0.0028 2000000
1.250   0.0636  0.0041  0.0044 2000000
1.350   0.0444  0.0020  0.0031 2000000
1.450   0.0333  0.0011  0.0026 2000000
1.550   0.0226  0.0005  0.0034 2000000
1.650   0.0098  0.0001  0.0015 2000000
1.750   0.0027  0.0000  0.0009 2000000
0.050   0.2813  0.0792  0.0091 4000000
0.150   0.2542  0.0647  0.0076 4000000
0.250   0.2447  0.0599  0.0046 4000000
0.350   0.2291  0.0525  0.0058 4000000
0.450   0.2147  0.0461  0.0047 4000000
0.550   0.1991  0.0397  0.0048 4000000
0.650   0.1821  0.0332  0.0072 4000000
0.750   0.1616  0.0262  0.0104 4000000
0.850   0.1426  0.0204  0.0056 4000000
0.950   0.1213  0.0147  0.0034 4000000
1.050   0.1006  0.0101  0.0034 4000000
1.150   0.0777  0.0060  0.0028 4000000
1.250   0.0633  0.0040  0.0031 4000000
1.350   0.0451  0.0020  0.0023 4000000
1.450   0.0331  0.0011  0.0018 4000000
1.550   0.0216  0.0005  0.0026 4000000
1.650   0.0101  0.0001  0.0011 4000000
1.750   0.0029  0.0000  0.0007 4000000
0.050   0.2789  0.0778  0.0082 6000000
0.150   0.2553  0.0652  0.0065 6000000
0.250   0.2450  0.0601  0.0038 6000000
0.350   0.2292  0.0526  0.0048 6000000
0.450   0.2146  0.0461  0.0038 6000000
0.550   0.1985  0.0394  0.0040 6000000
0.650   0.1812  0.0329  0.0060 6000000
0.750   0.1612  0.0261  0.0085 6000000
0.850   0.1423  0.0203  0.0046 6000000
0.950   0.1210  0.0147  0.0028 6000000
1.050   0.1001  0.0100  0.0029 6000000
1.150   0.0786  0.0062  0.0026 6000000
1.250   0.0631  0.0040  0.0026 6000000
1.350   0.0454  0.0021  0.0019 6000000
1.450   0.0328  0.0011  0.0015 6000000
1.550   0.0213  0.0005  0.0022 6000000
1.650   0.0104  0.0001  0.0010 6000000
1.750   0.0031  0.0000  0.0006 6000000
0.050   0.2771  0.0769  0.0077 8000000
0.150   0.2560  0.0656  0.0057 8000000
0.250   0.2451  0.0601  0.0033 8000000
0.350   0.2293  0.0526  0.0041 8000000
0.450   0.2146  0.0461  0.0033 8000000
0.550   0.1980  0.0392  0.0036 8000000
0.650   0.1807  0.0327  0.0053 8000000
0.750   0.1610  0.0260  0.0074 8000000
0.850   0.1420  0.0202  0.0040 8000000
0.950   0.1209  0.0146  0.0024 8000000
1.050   0.0997  0.0100  0.0026 8000000
1.150   0.0789  0.0062  0.0023 8000000
1.250   0.0628  0.0040  0.0023 8000000
1.350   0.0456  0.0021  0.0017 8000000
1.450   0.0327  0.0011  0.0014 8000000
1.550   0.0211  0.0004  0.0019 8000000
1.650   0.0106  0.0001  0.0009 8000000
1.750   0.0032  0.0000  0.0006 8000000
0.050   0.2761  0.0763  0.0072 10000000
0.150   0.2564  0.0658  0.0052 10000000
0.250   0.2452  0.0601  0.0030 10000000
0.350   0.2292  0.0525  0.0037 10000000
0.450   0.2148  0.0462  0.0030 10000000
0.550   0.1978  0.0391  0.0032 10000000
0.650   0.1805  0.0326  0.0048 10000000
0.750   0.1609  0.0259  0.0066 10000000
0.850   0.1418  0.0201  0.0036 10000000
0.950   0.1209  0.0146  0.0022 10000000
1.050   0.0995  0.0099  0.0023 10000000
1.150   0.0792  0.0063  0.0021 10000000
1.250   0.0627  0.0039  0.0020 10000000
1.350   0.0456  0.0021  0.0015 10000000
1.450   0.0326  0.0011  0.0012 10000000
1.550   0.0210  0.0004  0.0017 10000000
1.650   0.0108  0.0001  0.0009 10000000
1.750   0.0033  0.0000  0.0005 10000000
0.050   0.2755  0.0759  0.0067 12000000
0.150   0.2568  0.0660  0.0048 12000000
0.250   0.2452  0.0601  0.0027 12000000
0.350   0.2292  0.0525  0.0034 12000000
0.450   0.2150  0.0462  0.0028 12000000
0.550   0.1978  0.0391  0.0030 12000000
0.650   0.1804  0.0325  0.0044 12000000
0.750   0.1610  0.0259  0.0060 12000000
0.850   0.1416  0.0201  0.0034 12000000
0.950   0.1208  0.0146  0.0020 12000000
1.050   0.0994  0.0099  0.0022 12000000
1.150   0.0793  0.0063  0.0020 12000000
1.250   0.0625  0.0039  0.0019 12000000
1.350   0.0457  0.0021  0.0014 12000000
