# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.22123 -----------------
#dely    BF
0.050  0.3294  0.0022
0.150  0.3312  0.0023
0.250  0.3124  0.0022
0.350  0.2418  0.0018
0.450  0.2270  0.0018
0.550  0.1879  0.0016
0.650  0.1532  0.0014
0.750  0.1209  0.0012
0.850  0.1057  0.0011
0.950  0.0594  0.0007
1.050  0.0556  0.0007
1.150  0.0362  0.0005
1.250  0.0245  0.0004
1.350  0.0132  0.0003
1.450  0.0078  0.0002
1.550  0.0065  0.0002
1.650 -0.0014 -0.0001
1.750  0.0011  0.0001
