# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.666667
# ------- normalization=0.235251 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3289  0.0001  0.0602  0.0963  0.1724
0.150  0.3061  0.0001  0.0563  0.0894  0.1604
0.250  0.2802  0.0001  0.0522  0.0815  0.1465
0.350  0.2535  0.0001  0.0479  0.0727  0.1329
0.450  0.2262  0.0001  0.0436  0.0638  0.1188
0.550  0.1975  0.0001  0.0390  0.0546  0.1039
0.650  0.1697  0.0001  0.0349  0.0458  0.0890
0.750  0.1430  0.0001  0.0306  0.0375  0.0749
0.850  0.1178  0.0000  0.0262  0.0302  0.0614
0.950  0.0947  0.0000  0.0222  0.0237  0.0488
1.050  0.0738  0.0000  0.0187  0.0180  0.0372
1.150  0.0556  0.0000  0.0152  0.0133  0.0271
1.250  0.0404  0.0000  0.0118  0.0095  0.0191
1.350  0.0281  0.0000  0.0089  0.0065  0.0126
1.450  0.0186  0.0000  0.0065  0.0042  0.0079
1.550  0.0111  0.0000  0.0042  0.0024  0.0045
1.650  0.0056  0.0000  0.0024  0.0012  0.0021
1.750  0.0016  0.0000  0.0007  0.0003  0.0005
