# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.295534 -----------------
#dely    BF
0.050  0.4421  0.0030
0.150  0.3857  0.0027
0.250  0.3374  0.0025
0.350  0.3601  0.0028
0.450  0.2873  0.0023
0.550  0.2554  0.0022
0.650  0.2135  0.0020
0.750  0.1845  0.0018
0.850  0.1358  0.0014
0.950  0.0938  0.0011
1.050  0.0862  0.0011
1.150  0.0705  0.0010
1.250  0.0436  0.0007
1.350  0.0261  0.0005
1.450  0.0172  0.0004
1.550  0.0120  0.0003
1.650  0.0068  0.0003
1.750 -0.0027 -0.0002
