# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.289062 -----------------
#dely    BF
0.050  0.5139  0.0004
0.150  0.4712  0.0004
0.250  0.4163  0.0004
0.350  0.3583  0.0003
0.450  0.2973  0.0003
0.550  0.2402  0.0003
0.650  0.1851  0.0002
0.750  0.1390  0.0002
0.850  0.1019  0.0002
0.950  0.0724  0.0001
1.050  0.0455  0.0001
1.150  0.0276  0.0001
1.250  0.0153  0.0000
1.350  0.0071  0.0000
1.450  0.0022  0.0000
1.550 -0.0007 -0.0000
1.650 -0.0013 -0.0000
1.750 -0.0006 -0.0000
