# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.305702 -----------------
#dely    BF
0.050  0.4362  0.0026
0.150  0.4099  0.0026
0.250  0.3720  0.0024
0.350  0.3276  0.0023
0.450  0.2915  0.0021
0.550  0.2731  0.0022
0.650  0.2249  0.0020
0.750  0.1876  0.0018
0.850  0.1464  0.0015
0.950  0.1089  0.0013
1.050  0.1100  0.0015
1.150  0.0632  0.0010
1.250  0.0460  0.0008
1.350  0.0256  0.0005
1.450  0.0216  0.0005
1.550  0.0101  0.0003
1.650  0.0038  0.0002
1.750 -0.0013 -0.0001
