# ICODE=211, JCODE=-211
# SIGMA_QGP=1.1448, SIGMA_HAD=0.515618
# NSAMPLE=10000000, Tblast=89.5679, UPERPblast(x,y)=(0.733,0.733)
# SOVERUD=0.7108, QUARK_ENTROPY_RATIO=0.2024, BARYON_FUDGE=0.6545
# ------- normalization=0.213843 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3034  0.0003  0.0623  0.0705  0.1706
0.150  0.2873  0.0003  0.0600  0.0662  0.1612
0.250  0.2631  0.0003  0.0548  0.0596  0.1487
0.350  0.2374  0.0003  0.0504  0.0522  0.1348
0.450  0.2117  0.0002  0.0453  0.0455  0.1209
0.550  0.1858  0.0002  0.0405  0.0385  0.1068
0.650  0.1573  0.0002  0.0360  0.0312  0.0901
0.750  0.1303  0.0002  0.0304  0.0250  0.0749
0.850  0.1048  0.0002  0.0257  0.0193  0.0598
0.950  0.0825  0.0002  0.0221  0.0147  0.0458
1.050  0.0612  0.0001  0.0177  0.0108  0.0327
1.150  0.0443  0.0001  0.0139  0.0075  0.0229
1.250  0.0302  0.0001  0.0105  0.0048  0.0149
1.350  0.0197  0.0001  0.0078  0.0030  0.0089
1.450  0.0118  0.0001  0.0050  0.0018  0.0050
1.550  0.0057  0.0000  0.0027  0.0008  0.0022
1.650  0.0016  0.0000  0.0010  0.0002  0.0004
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
