# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0891299 -----------------
#dely    BF    dB     BFVar
0.050  0.1209  0.0014  0.0187
0.150  0.1199  0.0015  0.0108
0.250  0.1157  0.0015  0.0184
0.350  0.0973  0.0013  0.0102
0.450  0.0936  0.0014  0.0072
0.550  0.0852  0.0014  0.0067
0.650  0.0698  0.0012  0.0061
0.750  0.0607  0.0012  0.0073
0.850  0.0474  0.0011  0.0050
0.950  0.0343  0.0010  0.0050
1.050  0.0232  0.0008  0.0027
1.150  0.0143  0.0006  0.0016
1.250  0.0065  0.0004  0.0011
1.350  0.0021  0.0002  0.0012
1.450  0.0004  0.0001  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
