# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.220082 -----------------
#dely    BF    dB     BFVar
0.050  0.2927  0.0002  0.0029
0.150  0.2721  0.0001  0.0022
0.250  0.2505  0.0001  0.0025
0.350  0.2284  0.0001  0.0027
0.450  0.2042  0.0001  0.0034
0.550  0.1804  0.0001  0.0026
0.650  0.1570  0.0001  0.0013
0.750  0.1334  0.0001  0.0022
0.850  0.1141  0.0001  0.0022
0.950  0.0940  0.0001  0.0017
1.050  0.0755  0.0001  0.0021
1.150  0.0607  0.0001  0.0013
1.250  0.0471  0.0001  0.0008
1.350  0.0354  0.0000  0.0007
1.450  0.0256  0.0000  0.0006
1.550  0.0171  0.0000  0.0009
1.650  0.0096  0.0000  0.0005
1.750  0.0030  0.0000  0.0002
