# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.354803 -----------------
#dely    BF    dB     BFVar
0.050  0.4596  0.0002  0.0040
0.150  0.4276  0.0002  0.0036
0.250  0.3921  0.0002  0.0026
0.350  0.3568  0.0002  0.0032
0.450  0.3253  0.0002  0.0044
0.550  0.2917  0.0002  0.0051
0.650  0.2543  0.0002  0.0037
0.750  0.2218  0.0002  0.0041
0.850  0.1887  0.0001  0.0018
0.950  0.1595  0.0001  0.0035
1.050  0.1300  0.0001  0.0024
1.150  0.1041  0.0001  0.0018
1.250  0.0815  0.0001  0.0011
1.350  0.0613  0.0001  0.0013
1.450  0.0444  0.0001  0.0017
1.550  0.0289  0.0001  0.0011
1.650  0.0153  0.0000  0.0015
1.750  0.0051  0.0000  0.0005
