# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0604081 -----------------
#dely    BF
0.050 -0.0608 -0.0001
0.150 -0.0556 -0.0001
0.250 -0.0538 -0.0001
0.350 -0.0489 -0.0001
0.450 -0.0431 -0.0001
0.550 -0.0446 -0.0001
0.650 -0.0429 -0.0001
0.750 -0.0377 -0.0001
0.850 -0.0397 -0.0001
0.950 -0.0364 -0.0001
1.050 -0.0328 -0.0001
1.150 -0.0303 -0.0001
1.250 -0.0247 -0.0001
1.350 -0.0201 -0.0001
1.450 -0.0149 -0.0001
1.550 -0.0102 -0.0000
1.650 -0.0059 -0.0000
1.750 -0.0015 -0.0000
