# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.322892 -----------------
#dely    BF
0.050  0.5462  0.0006
0.150  0.5027  0.0006
0.250  0.4491  0.0006
0.350  0.3969  0.0005
0.450  0.3370  0.0005
0.550  0.2748  0.0004
0.650  0.2198  0.0004
0.750  0.1702  0.0003
0.850  0.1264  0.0002
0.950  0.0862  0.0002
1.050  0.0587  0.0001
1.150  0.0353  0.0001
1.250  0.0181  0.0001
1.350  0.0074  0.0000
1.450  0.0015  0.0000
1.550 -0.0004 -0.0000
1.650 -0.0009 -0.0000
1.750 -0.0002 -0.0000
