# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.229323 -----------------
#dely    BF
0.050  0.4366  0.0004
0.150  0.3979  0.0004
0.250  0.3529  0.0004
0.350  0.2983  0.0003
0.450  0.2453  0.0003
0.550  0.1926  0.0003
0.650  0.1429  0.0002
0.750  0.1011  0.0002
0.850  0.0677  0.0001
0.950  0.0419  0.0001
1.050  0.0216  0.0001
1.150  0.0078  0.0000
1.250  0.0005  0.0000
1.350 -0.0036 -0.0000
1.450 -0.0046 -0.0000
1.550 -0.0038 -0.0000
1.650 -0.0018 -0.0000
1.750 -0.0002 -0.0000
