'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.58953,1.2217,0.212755,1.99829,0.149083,-0.25428,1.57782,0.467237,0.0956475,0.245385,3.0177,0.63508
0.58953,1.2217,0.212755,1.99829,0.149083,-0.25428,1.57782,0.467237,0.0956475,0.245385,3.0177,0.63508
0.598037,1.21303,0.222801,1.96867,0.115587,-0.311722,1.60543,0.470173,0.110463,0.243753,3.00198,0.585427
0.640187,1.13833,0.215881,1.96207,0.104393,-0.330146,1.60746,0.472551,0.114781,0.237006,3.09809,0.618073
0.636449,1.15692,0.235003,1.95636,0.114115,-0.316982,1.62811,0.462467,0.107188,0.252931,2.92714,0.615335
0.645156,1.16452,0.266655,1.95203,0.122979,-0.304768,1.65141,0.475767,0.135416,0.240378,3.05095,0.603882
0.660389,1.14696,0.274461,1.95805,0.122727,-0.303642,1.63148,0.46323,0.109544,0.26385,2.8313,0.627817
0.662373,1.1519,0.286199,1.96382,0.107799,-0.324604,1.66325,0.454417,0.107504,0.25049,2.96453,0.634628
0.584646,1.27497,0.279143,1.97284,0.0796435,-0.364618,1.6451,0.484642,0.146514,0.254404,2.94526,0.664374
0.612026,1.2024,0.243361,1.95919,0.0893563,-0.35342,1.66444,0.48363,0.151741,0.239631,3.10318,0.669856
0.652686,1.16689,0.287288,1.97215,0.0871963,-0.353458,1.60565,0.48923,0.139131,0.238036,3.09347,0.628587
0.65851,1.15652,0.284685,1.9712,0.0962946,-0.340042,1.62702,0.48929,0.147035,0.234713,3.12317,0.616328
0.657075,1.16481,0.293944,1.99769,0.0970978,-0.332413,1.61795,0.499741,0.159423,0.229885,3.16444,0.592785
0.662383,1.13885,0.266653,1.98581,0.085323,-0.352938,1.61988,0.486706,0.140569,0.237546,3.07352,0.590364
