'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.257647,0.249439,0.606378,0.999102,0.0554074,0.37286,0.777802,0.111833,0.547824,0.0765186,0.495381,0.81754
0.257647,0.249439,0.606378,0.999102,0.0554074,0.37286,0.777802,0.111833,0.547824,0.0765186,0.495381,0.81754
0.262125,0.248026,0.611401,0.983511,0.0505362,0.344139,0.792334,0.112261,0.555232,0.0756593,0.493029,0.792713
0.284309,0.235845,0.60794,0.980039,0.0489082,0.334927,0.793401,0.112607,0.55739,0.0721082,0.507408,0.809036
0.282341,0.238876,0.617502,0.977034,0.050322,0.341509,0.80427,0.111138,0.553594,0.0804902,0.481833,0.807667
0.286924,0.240115,0.633328,0.974754,0.0516111,0.347616,0.816532,0.113076,0.567708,0.0738831,0.500355,0.801941
0.294942,0.237252,0.63723,0.977922,0.0515744,0.348179,0.806042,0.11125,0.554772,0.0862368,0.467496,0.813909
0.295986,0.238057,0.6431,0.980957,0.0494036,0.337698,0.822764,0.109966,0.553752,0.079205,0.487427,0.817314
0.255077,0.258126,0.639571,0.985707,0.0453088,0.317691,0.813212,0.114369,0.573257,0.0812653,0.484543,0.832187
0.269487,0.246293,0.621681,0.978523,0.0467214,0.32329,0.82339,0.114222,0.575871,0.0734899,0.508169,0.834928
0.290887,0.240502,0.643644,0.985342,0.0464072,0.323271,0.792446,0.115037,0.569566,0.0726505,0.506717,0.814293
0.293952,0.238812,0.642342,0.984842,0.0477304,0.329979,0.803695,0.115046,0.573517,0.0709016,0.511159,0.808164
0.293197,0.240163,0.646972,0.998784,0.0478472,0.333794,0.798922,0.116569,0.579711,0.0683606,0.517332,0.796392
0.295991,0.23593,0.633327,0.99253,0.0461348,0.323531,0.799936,0.11467,0.570285,0.0723924,0.503731,0.795182
0.293808,0.23855,0.640835,0.999624,0.045726,0.323044,0.807651,0.112617,0.562358,0.0762226,0.494224,0.807266
0.312797,0.233148,0.653684,0.980383,0.0443769,0.311637,0.818495,0.10939,0.549379,0.07143,0.509028,0.806147
0.302727,0.237577,0.654567,0.981495,0.0426203,0.302838,0.835648,0.110684,0.561615,0.0589751,0.5562,0.816591
0.288235,0.246453,0.665327,0.973604,0.0439809,0.307987,0.817718,0.113542,0.570502,0.0632431,0.542448,0.830584
0.295102,0.245611,0.676013,0.975955,0.0411876,0.29414,0.807148,0.111565,0.556775,0.0715515,0.511212,0.819082
0.292456,0.243487,0.660701,0.975269,0.0395557,0.28556,0.811698,0.11107,0.555765,0.0765208,0.492496,0.803105
0.265584,0.25501,0.652205,0.946188,0.0456817,0.310037,0.82203,0.112148,0.56475,0.0742575,0.502928,0.820705
0.278494,0.25455,0.68088,0.937997,0.0463011,0.311152,0.801429,0.120076,0.598636,0.0767556,0.497033,0.829387
0.29308,0.254499,0.712672,0.917409,0.0444152,0.29604,0.801532,0.122448,0.610887,0.0822679,0.482385,0.835313
0.309531,0.247048,0.711422,0.914416,0.0491251,0.31953,0.803965,0.120236,0.600334,0.0895582,0.465756,0.84746
0.301742,0.246642,0.694298,0.916203,0.0497815,0.323395,0.821405,0.11498,0.579124,0.075532,0.506948,0.860555
0.292643,0.248595,0.684592,0.921924,0.0481812,0.316664,0.804891,0.116897,0.583457,0.065615,0.540262,0.863129
0.311164,0.242236,0.692401,0.965038,0.0448856,0.310592,0.804036,0.115885,0.577952,0.0735428,0.511832,0.854127
0.310106,0.239818,0.679265,0.957092,0.0422519,0.295065,0.801838,0.112996,0.562326,0.0683681,0.528564,0.852835
0.306556,0.241472,0.680025,0.970146,0.0377216,0.274875,0.809477,0.108476,0.54166,0.0836139,0.47543,0.818848
0.293467,0.248393,0.685397,0.992963,0.0314347,0.247811,0.791914,0.108232,0.534339,0.0693979,0.520034,0.827594
0.300227,0.248712,0.700775,0.981625,0.0285388,0.23024,0.777645,0.110866,0.542785,0.0672569,0.526291,0.822186
0.299162,0.247006,0.690771,0.962233,0.0317073,0.241939,0.785828,0.109809,0.5403,0.0763381,0.495967,0.817753
0.302139,0.245595,0.690278,0.95829,0.0327647,0.246427,0.7912,0.108814,0.537086,0.0818921,0.476254,0.799369
0.305032,0.245946,0.697621,0.960435,0.0322631,0.244366,0.794311,0.108198,0.535006,0.0872204,0.4611,0.794565
0.281245,0.265846,0.739098,0.948,0.0334586,0.247449,0.799826,0.109225,0.542212,0.0929703,0.441331,0.766414
0.279489,0.265613,0.734043,0.956191,0.0335366,0.249891,0.794794,0.107803,0.533143,0.0816457,0.47084,0.768796
0.26224,0.27743,0.746948,0.934017,0.0351026,0.252369,0.774502,0.108148,0.527643,0.0839363,0.462628,0.759015
0.270015,0.277458,0.766309,0.94453,0.0369358,0.26451,0.766233,0.109119,0.529575,0.0916836,0.447732,0.783118
0.28827,0.270523,0.776122,0.95316,0.0374119,0.269128,0.783997,0.104634,0.512998,0.101575,0.427082,0.791289
0.310939,0.264496,0.794368,0.994776,0.0346728,0.264929,0.806757,0.105886,0.527399,0.0950284,0.438424,0.775896
0.277663,0.280943,0.80038,0.983365,0.0347699,0.262787,0.77323,0.108908,0.531089,0.0840107,0.47039,0.798937
0.287957,0.273898,0.790971,0.971078,0.0381748,0.277436,0.761428,0.107174,0.517745,0.0699077,0.5134,0.802899
0.269248,0.280749,0.779595,0.961886,0.0412033,0.290833,0.749954,0.110682,0.531396,0.0861014,0.462112,0.785145
0.304782,0.268649,0.801561,0.986215,0.0396991,0.288876,0.7447,0.110969,0.530812,0.0796166,0.480301,0.787517
0.294311,0.265168,0.764325,0.981637,0.0391711,0.285082,0.762011,0.109604,0.53048,0.0955233,0.442224,0.800636
0.274733,0.273321,0.758507,0.985605,0.0392202,0.286264,0.771685,0.109305,0.532559,0.067616,0.518953,0.791657
0.291373,0.265227,0.75841,0.983169,0.0386317,0.282659,0.763342,0.103543,0.499774,0.07418,0.492422,0.766818
0.287698,0.267649,0.761663,0.992236,0.0414671,0.299389,0.761238,0.106701,0.515237,0.0670846,0.514586,0.760481
0.291857,0.262301,0.74598,0.999322,0.0400787,0.293848,0.764206,0.103007,0.497343,0.0698849,0.504753,0.759161
0.291857,0.262301,0.74598,0.999322,0.0400787,0.293848,0.764206,0.103007,0.497343,0.0698849,0.504753,0.759161
0.304407,0.26411,0.779943,0.994553,0.0372742,0.278295,0.780758,0.104006,0.508598,0.0887537,0.448536,0.751059
0.305179,0.260415,0.764467,0.995789,0.0391817,0.288416,0.770163,0.107204,0.521177,0.0713899,0.496641,0.743384
0.29668,0.261536,0.752535,0.983358,0.0417216,0.29864,0.765083,0.106982,0.518136,0.0693002,0.50453,0.748205
0.300062,0.264593,0.773493,0.979893,0.038827,0.282896,0.776751,0.10729,0.52405,0.0794507,0.474175,0.754411
0.313421,0.257631,0.767475,0.966039,0.0342512,0.255985,0.788517,0.105667,0.519933,0.0871499,0.455919,0.767684
0.317535,0.260893,0.790113,0.971586,0.0385602,0.279546,0.796979,0.10831,0.536517,0.092886,0.440675,0.762124
0.298143,0.269238,0.790965,0.979646,0.0410586,0.294348,0.779971,0.108372,0.53079,0.0929328,0.440711,0.762858
0.296755,0.268262,0.783625,0.984771,0.0402858,0.291565,0.784475,0.10756,0.528235,0.0782596,0.478915,0.760865
0.296852,0.270306,0.793226,0.996551,0.0418614,0.302412,0.757325,0.113592,0.54923,0.086707,0.454204,0.753368
0.315126,0.259832,0.780784,0.997898,0.0429245,0.308202,0.742307,0.115069,0.55097,0.0812271,0.470568,0.761578
0.318025,0.255864,0.767876,0.998276,0.0413149,0.299986,0.735657,0.115812,0.552131,0.0629525,0.531257,0.769019
0.336028,0.250316,0.773765,0.992334,0.0445963,0.315551,0.751232,0.11317,0.544702,0.0660537,0.519531,0.767043
0.312752,0.250427,0.733081,0.985131,0.0456522,0.319328,0.752271,0.117408,0.566928,0.0682652,0.513667,0.776372
0.304044,0.252209,0.724484,0.963866,0.0496878,0.335076,0.755681,0.119677,0.579929,0.0730715,0.502982,0.802286
0.29458,0.255124,0.718688,0.9592,0.0519381,0.345542,0.758121,0.120347,0.584314,0.0722136,0.506491,0.80614
0.307907,0.253697,0.738877,0.976669,0.0514008,0.346986,0.785986,0.114624,0.565145,0.0648553,0.529545,0.795653
0.312206,0.250047,0.730304,0.979487,0.0485188,0.332788,0.808258,0.113102,0.565063,0.0813578,0.479375,0.807568
0.291834,0.256885,0.721018,0.983953,0.0489692,0.33616,0.809045,0.113458,0.567165,0.0928951,0.445768,0.787772
0.281368,0.257472,0.700856,0.982989,0.0472445,0.327039,0.808947,0.115839,0.579388,0.0673268,0.521343,0.7986
0.277307,0.255634,0.683137,0.976517,0.04694,0.323943,0.823399,0.112327,0.566119,0.0797639,0.479791,0.787074
0.296892,0.24856,0.693281,0.968847,0.0469063,0.321935,0.820064,0.107217,0.538714,0.0806249,0.474998,0.775307
0.293819,0.25155,0.700654,0.984621,0.0447446,0.314527,0.83872,0.105921,0.538066,0.0837127,0.466709,0.77646
0.306262,0.24035,0.674289,0.988855,0.044512,0.314313,0.827631,0.113613,0.574121,0.0674215,0.518969,0.788352
