# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.295569 -----------------
#dely    BF    dB     BFVar
0.050  0.4876  0.0003  0.0030
0.150  0.4519  0.0003  0.0033
0.250  0.4064  0.0003  0.0019
0.350  0.3572  0.0002  0.0029
0.450  0.3068  0.0002  0.0021
0.550  0.2538  0.0002  0.0012
0.650  0.2036  0.0002  0.0037
0.750  0.1579  0.0001  0.0015
0.850  0.1193  0.0001  0.0015
0.950  0.0841  0.0001  0.0008
1.050  0.0570  0.0001  0.0035
1.150  0.0357  0.0000  0.0007
1.250  0.0204  0.0000  0.0007
1.350  0.0102  0.0000  0.0006
1.450  0.0038  0.0000  0.0019
1.550  0.0005  0.0000  0.0003
1.650 -0.0005 -0.0000  0.0002
1.750 -0.0001 -0.0000  0.0000
