# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.315255 -----------------
#dely    BF    dB     BFVar
0.050  0.5019  0.0003  0.0033
0.150  0.4637  0.0002  0.0032
0.250  0.4168  0.0002  0.0016
0.350  0.3689  0.0002  0.0021
0.450  0.3193  0.0002  0.0022
0.550  0.2673  0.0002  0.0023
0.650  0.2174  0.0001  0.0024
0.750  0.1736  0.0001  0.0015
0.850  0.1345  0.0001  0.0015
0.950  0.1009  0.0001  0.0010
1.050  0.0727  0.0001  0.0011
1.150  0.0491  0.0001  0.0026
1.250  0.0316  0.0000  0.0011
1.350  0.0187  0.0000  0.0007
1.450  0.0101  0.0000  0.0010
1.550  0.0046  0.0000  0.0016
1.650  0.0013  0.0000  0.0002
1.750  0.0001  0.0000  0.0001
