# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.104076 -----------------
#dely    BF
0.050  0.1905  0.0004
0.150  0.1696  0.0004
0.250  0.1517  0.0004
0.350  0.1345  0.0003
0.450  0.1075  0.0003
0.550  0.0894  0.0003
0.650  0.0680  0.0002
0.750  0.0487  0.0002
0.850  0.0379  0.0001
0.950  0.0274  0.0001
1.050  0.0142  0.0001
1.150  0.0066  0.0000
1.250  0.0021  0.0000
1.350 -0.0008 -0.0000
1.450 -0.0014 -0.0000
1.550 -0.0028 -0.0000
1.650 -0.0016 -0.0000
1.750 -0.0007 -0.0000
