# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.102206 -----------------
#dely    BF
0.050  0.1652  0.0027
0.150  0.1674  0.0027
0.250  0.1400  0.0024
0.350  0.1205  0.0022
0.450  0.1031  0.0020
0.550  0.0857  0.0018
0.650  0.0713  0.0016
0.750  0.0516  0.0013
0.850  0.0408  0.0012
0.950  0.0314  0.0010
1.050  0.0211  0.0008
1.150  0.0125  0.0006
1.250  0.0058  0.0003
1.350  0.0037  0.0003
1.450  0.0019  0.0002
1.550 -0.0000 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
