# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.309205 -----------------
#dely    BF    dB     BFVar
0.050  0.4701  0.0002  0.0030
0.150  0.4348  0.0002  0.0023
0.250  0.3941  0.0002  0.0034
0.350  0.3515  0.0002  0.0046
0.450  0.3083  0.0002  0.0037
0.550  0.2626  0.0002  0.0036
0.650  0.2204  0.0001  0.0023
0.750  0.1788  0.0001  0.0024
0.850  0.1408  0.0001  0.0024
0.950  0.1091  0.0001  0.0040
1.050  0.0800  0.0001  0.0017
1.150  0.0568  0.0001  0.0018
1.250  0.0373  0.0000  0.0011
1.350  0.0241  0.0000  0.0007
1.450  0.0135  0.0000  0.0007
1.550  0.0067  0.0000  0.0003
1.650  0.0026  0.0000  0.0003
1.750  0.0005  0.0000  0.0001
