# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.252707 -----------------
#dely    BF
0.050  0.3710  0.0030
0.150  0.3523  0.0029
0.250  0.3202  0.0028
0.350  0.2904  0.0027
0.450  0.2391  0.0023
0.550  0.2253  0.0024
0.650  0.1977  0.0022
0.750  0.1519  0.0019
0.850  0.1312  0.0018
0.950  0.0803  0.0012
1.050  0.0602  0.0010
1.150  0.0462  0.0009
1.250  0.0338  0.0008
1.350  0.0175  0.0005
1.450  0.0064  0.0002
1.550  0.0024  0.0001
1.650  0.0013  0.0001
1.750 -0.0001 -0.0000
