# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.316487 -----------------
#dely    BF    dB     BFVar
0.050  0.4411  0.0002  0.0049
0.150  0.4118  0.0002  0.0030
0.250  0.3796  0.0002  0.0014
0.350  0.3463  0.0002  0.0023
0.450  0.3121  0.0002  0.0027
0.550  0.2744  0.0002  0.0040
0.650  0.2349  0.0002  0.0022
0.750  0.1968  0.0001  0.0017
0.850  0.1589  0.0001  0.0019
0.950  0.1257  0.0001  0.0013
1.050  0.0954  0.0001  0.0049
1.150  0.0698  0.0001  0.0007
1.250  0.0488  0.0001  0.0007
1.350  0.0325  0.0000  0.0012
1.450  0.0195  0.0000  0.0010
1.550  0.0109  0.0000  0.0003
1.650  0.0052  0.0000  0.0003
1.750  0.0012  0.0000  0.0002
