# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.319506 -----------------
#dely    BF
0.050  0.4560  0.0032
0.150  0.4459  0.0032
0.250  0.3800  0.0028
0.350  0.3522  0.0028
0.450  0.3106  0.0025
0.550  0.3106  0.0027
0.650  0.2211  0.0021
0.750  0.1907  0.0019
0.850  0.1387  0.0015
0.950  0.1199  0.0014
1.050  0.0822  0.0011
1.150  0.0702  0.0010
1.250  0.0353  0.0006
1.350  0.0467  0.0009
1.450  0.0253  0.0006
1.550  0.0089  0.0003
1.650 -0.0027 -0.0001
1.750  0.0033  0.0002
