# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.12612 -----------------
#dely    BF    dB     BFVar
0.050  0.2674  0.0025  0.0124
0.150  0.2569  0.0025  0.0165
0.250  0.2260  0.0023  0.0130
0.350  0.1815  0.0020  0.0187
0.450  0.1220  0.0015  0.0078
0.550  0.0902  0.0013  0.0168
0.650  0.0554  0.0009  0.0084
0.750  0.0340  0.0006  0.0024
0.850  0.0168  0.0004  0.0015
0.950  0.0084  0.0002  0.0019
1.050  0.0026  0.0001  0.0007
1.150  0.0007  0.0000  0.0003
1.250 -0.0003 -0.0000  0.0003
1.350 -0.0001 -0.0000  0.0001
1.450 -0.0002 -0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
