# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.375212 -----------------
#dely    BF    dB     BFVar
0.050  0.6261  0.0003  0.0053
0.150  0.5795  0.0003  0.0046
0.250  0.5225  0.0003  0.0049
0.350  0.4597  0.0003  0.0038
0.450  0.3917  0.0003  0.0035
0.550  0.3257  0.0002  0.0057
0.650  0.2597  0.0002  0.0042
0.750  0.1999  0.0002  0.0026
0.850  0.1477  0.0001  0.0023
0.950  0.1038  0.0001  0.0017
1.050  0.0689  0.0001  0.0021
1.150  0.0397  0.0001  0.0014
1.250  0.0212  0.0000  0.0010
1.350  0.0085  0.0000  0.0007
1.450  0.0011  0.0000  0.0005
1.550 -0.0018 -0.0000  0.0007
1.650 -0.0017 -0.0000  0.0002
1.750 -0.0002 -0.0000  0.0000
