# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.169525 -----------------
#dely    BF    dB     BFVar
0.050  0.2196  0.0001  0.0032
0.150  0.2043  0.0001  0.0031
0.250  0.1898  0.0001  0.0023
0.350  0.1730  0.0001  0.0029
0.450  0.1574  0.0001  0.0032
0.550  0.1400  0.0001  0.0029
0.650  0.1237  0.0001  0.0044
0.750  0.1076  0.0001  0.0029
0.850  0.0906  0.0001  0.0022
0.950  0.0753  0.0001  0.0016
1.050  0.0610  0.0001  0.0012
1.150  0.0478  0.0000  0.0010
1.250  0.0371  0.0000  0.0013
1.350  0.0274  0.0000  0.0012
1.450  0.0194  0.0000  0.0011
1.550  0.0126  0.0000  0.0004
1.650  0.0066  0.0000  0.0003
1.750  0.0021  0.0000  0.0004
