# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.264765 -----------------
#dely    BF    dB     BFVar
0.050  0.4922  0.0003  0.0039
0.150  0.4487  0.0003  0.0063
0.250  0.3968  0.0002  0.0090
0.350  0.3351  0.0002  0.0030
0.450  0.2731  0.0002  0.0049
0.550  0.2168  0.0002  0.0019
0.650  0.1655  0.0001  0.0038
0.750  0.1201  0.0001  0.0019
0.850  0.0831  0.0001  0.0026
0.950  0.0548  0.0001  0.0015
1.050  0.0340  0.0000  0.0014
1.150  0.0186  0.0000  0.0010
1.250  0.0083  0.0000  0.0006
1.350  0.0026  0.0000  0.0004
1.450 -0.0002 -0.0000  0.0004
1.550 -0.0010 -0.0000  0.0004
1.650 -0.0008 -0.0000  0.0001
1.750 -0.0001 -0.0000  0.0000
