# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.108151 -----------------
#dely    BF
0.050 -0.1215 -0.0001
0.150 -0.1202 -0.0001
0.250 -0.1107 -0.0001
0.350 -0.0974 -0.0001
0.450 -0.0900 -0.0001
0.550 -0.0827 -0.0001
0.650 -0.0754 -0.0001
0.750 -0.0668 -0.0001
0.850 -0.0623 -0.0001
0.950 -0.0529 -0.0001
1.050 -0.0483 -0.0001
1.150 -0.0415 -0.0001
1.250 -0.0365 -0.0001
1.350 -0.0270 -0.0001
1.450 -0.0213 -0.0001
1.550 -0.0150 -0.0001
1.650 -0.0091 -0.0001
1.750 -0.0029 -0.0000
