# ICODE=321, JCODE=-321
# SIGMA_QGP=1.0346, SIGMA_HAD=0.504057
# NSAMPLE=10000000, Tblast=80.5748, UPERPblast(x,y)=(0.7937,0.7937)
# SOVERUD=0.7267, QUARK_ENTROPY_RATIO=0.2193, BARYON_FUDGE=0.6948
# ------- normalization=0.0587762 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0841  0.0004  0.0942 -0.0158  0.0057
0.150  0.0817  0.0004  0.0909 -0.0144  0.0052
0.250  0.0760  0.0004  0.0843 -0.0130  0.0047
0.350  0.0681  0.0004  0.0751 -0.0112  0.0042
0.450  0.0600  0.0004  0.0653 -0.0090  0.0038
0.550  0.0532  0.0004  0.0574 -0.0072  0.0030
0.650  0.0424  0.0003  0.0456 -0.0058  0.0026
0.750  0.0373  0.0003  0.0392 -0.0041  0.0021
0.850  0.0280  0.0003  0.0292 -0.0029  0.0016
0.950  0.0219  0.0003  0.0227 -0.0018  0.0011
1.050  0.0154  0.0002  0.0159 -0.0012  0.0007
1.150  0.0100  0.0002  0.0101 -0.0006  0.0004
1.250  0.0058  0.0001  0.0060 -0.0003  0.0001
1.350  0.0028  0.0001  0.0028 -0.0001  0.0001
1.450  0.0009  0.0001  0.0009 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
