# ICODE=321, JCODE=-321
# SIGMA_QGP=0, SIGMA_HAD=0
# NSAMPLE=1000000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.0982484 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
  0.15 0.746056 0.0283372 0.1965 0.263385 0.757067 -0.0326518 0.0216413
  0.25 0.675703 0.0274495 0.1664 0.246262 0.684231 -0.0296432 0.0211157
  0.35 0.583057 0.0258432 0.1316 0.225707 0.588373 -0.025254 0.0199374
  0.45 0.480517 0.0235957 0.0979 0.203739 0.482971 -0.0211054 0.0186513
  0.55 0.378097 0.0208437 0.0686 0.181435 0.377546 -0.0165348 0.017086
  0.65 0.287356 0.0181514 0.0455 0.15834 0.284199 -0.012631 0.0157888
  0.75 0.209831 0.0155056 0.0284 0.135347 0.204659 -0.0088661 0.014038
  0.85 0.147181 0.0130513 0.0166 0.112786 0.140975 -0.00620644 0.0124129
  0.95 0.0996545 0.0110356 0.009 0.090312 0.0930109 -0.00442909 0.0110727
  1.05 0.0641688 0.00935893 0.0044 0.0685692 0.0568768 -0.00291676 0.00875028
  1.15 0.037382 0.00776379 0.0018 0.0481515 0.0332285 -0.00207678 0.00623034
  1.25 0.0199738 0.00664937 0.0006 0.0300394 0.0166448 -0 0.00332896
  1.35 0.0126811 0.00804062 0.0002 0.0157715 0.00634055 -0 0
